0,1,2,3,4,5,6,7,8
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回 Q20025001,,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,舗装準備工,路床整正,【　－　】,m2,m2,Q70385001,
,,,路盤整正,【補足材の有無、補足材種類、補足材整正厚】,m2,m2,Q70386001,
,,ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄ用,下層路盤,【路盤材種類、仕上り厚】,m2,m2,,
,,舗装工,上層路盤,【路盤材種類、仕上り厚】,m2,m2,,
,,,中層,【路盤材料種類、仕上り厚】,m2,m2,,
,,,基層,【施工方法、材料種類、舗装厚】,m2,m2,,
,,,ｸﾚｰ舗装,【路盤材の種類ｸﾚｰ舗装の種類、仕上り厚】,m2,m2,,
,,,ｱﾝﾂｰｶｰ舗装,【路盤材の種類、ｱﾝﾂｰｶｰ舗装の種類、仕上り厚】,m2,m2,,
,,,天然芝舗装,【路盤材の種類、天然芝の種類・規格、仕上り厚】,m2,m2,,
,,,人工芝舗装,【路盤材の種類、人工芝の規格、仕上り厚】,m2,m2,,
,,,全天候型舗装(樹脂系),【路盤材の種類、,m2,m2,,
,,,,,全天候型舗装(樹脂系)の種類・規格、仕上り厚】,,,
,,,全天候型舗装(ｱｽﾌｧﾙﾄ系),【路盤材の種類、,m2,m2,,
,,,,,全天候型舗装(ｱｽﾌｧﾙﾄ系)の種類・規格、仕上り厚】,,,
,,,ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄ砂舗装,【路盤材の種類、砂の種類・規格、仕上り厚】,m2,m2,Q78612001,
,,,ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄﾀﾞｽﾄ舗装,【路盤材の種類、表層安定剤の種類、仕上り厚】,m2,m2,Q78613001,
,,ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄ,ｺﾝｸﾘｰﾄ縁石,【ﾌﾞﾛｯｸ規格】,m,m,Q78353001,
,,縁石工,舗装止め,【舗装止めﾀｲﾌﾟ】,,,Q70330001,
,,,見切材(仕切材),【種類・規格】,m m,m m,,
,,,内圏縁石,【規格】,m,m,,
,ｽﾀﾝﾄﾞ整備工,作業土工,(掘削),【土質】,m3,式 or m3,Q20011001,
,,,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
（ｸﾞﾗｳﾝﾄﾞ・ｺｰﾄ整備）,,,,,,,,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回,Q20025001,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,ｽﾀﾝﾄﾞ擁壁工,ｽﾀﾝﾄﾞ擁壁,【規格】,m,m,,
,,ﾍﾞﾝﾁ工,ｽﾀﾝﾄﾞﾍﾞﾝﾁ,【種類・規格】,基,基,,
,,,現場打ﾍﾞﾝﾁ,【規格】,m,m,,
,,ｽﾀﾝﾄﾞ施設修繕工,ｽﾀﾝﾄﾞ施設修繕,【　－　】,式,式,,
,ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄ,作業土工,(床掘り),【土質】,m3,式 or m3,Q20022001,
,施設整備工,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回,Q20025001,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,ﾀﾞｯｸﾞｱｳﾄ工,ﾀﾞｯｸﾞｱｳﾄ基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,基,Q78624001,
,,,ﾀﾞｯｸﾞｱｳﾄ設置,【　－　】,式基,基,,
,,,ﾀﾞｯｸﾞｱｳﾄ設備,【　－　】,,式,,
,,ｽｺｱﾎﾞｰﾄﾞ工,ｽｺｱﾎﾞｰﾄﾞ基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,,Q78628001,
,,,ｽｺｱﾎﾞｰﾄﾞ設置,【　－　】,基,基 基,,
,,,ｽｺｱﾎﾞｰﾄﾞ設備,【　－　】,式,式,,
,,ﾊﾞｯｸﾈｯﾄ工,ﾊﾞｯｸﾈｯﾄ基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,基,Q78632001,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（ｸﾞﾗｳﾝﾄﾞ・ｺｰﾄ整備）,,,ﾊﾞｯｸﾈｯﾄ設置,【　－　】,基,基,,
,,競技施設工,ﾌｧｰﾙﾎﾟｰﾙ,【規格】,基,基,,
,,,ﾎﾟｽﾄ,【種類・規格】,組,組,,
,,,ｺﾞｰﾙﾎﾟｽﾄ,【規格】,基,基,,
,,,支柱台,【種類・規格】,基,基,,
,,,ｽﾎﾟｰﾂｻｰｸﾙ,【種類】,箇所,箇所,,
,,,跳躍箱,【　－　】,箇所,箇所,,
,,,踏切板,【種類・規格】,箇所,箇所,,
,,,競技用砂場,【　－　】,箇所,箇所,,
,,,ｾﾝﾀｰｶﾞｲﾄﾞ,【規格】,箇所,箇所,,
,,,ﾋﾟｯﾁｬｰﾌﾟﾚｰﾄ,【規格】,箇所,箇所,,
,,,ﾎｰﾑﾍﾞｰｽ,【規格】,箇所,箇所,,
,,,塁ﾍﾞｰｽ,【規格】,箇所,箇所,,
,,,塁ﾍﾞｰｽ基礎,【砕石の規格、ｺﾝｸﾘｰﾄ規格】,箇所,箇所,,
,,ｽﾎﾟｰﾂﾎﾟｲﾝﾄ工,ﾗｲﾝﾏｰｸ,【種類・規格】,m,m,,
,,,ﾎﾟｲﾝﾄ杭,【種類・規格】,箇所,箇所,,
,,,角石,【規格】,箇所,箇所,,
,,,標示ﾀｲﾙ,【規格】,枚,枚,,
,,審判台工,審判台,【　－　】,基,基,,
,,掲揚ﾎﾟｰﾙ工,掲揚ﾎﾟｰﾙ,【規格】,基,基,,
,,衝撃吸収材工,衝撃吸収材,【種類・規格】,m2,m2,,
,,ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄ柵工,高尺ﾈｯﾄﾌｪﾝｽ,【種類・規格】,m,m,,
,,,ﾌｪﾝｽ,【種類・規格】,m,m,Q78487001,
,,,防球ﾈｯﾄ,【種類・規格】,m,m,,
,,ｸﾞﾗｳﾝﾄﾞ・ｺｰﾄ,ｸﾞﾗｳﾝﾄﾞ・ｺｰﾄ施設修繕,【　－　】,式,式,,
,,施設修繕工,,,,,,
,,仮設工(全工事区分共通の体系:別添ﾂﾘｰ参照),,,,,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
自然育成,自然育成施設工,作業土工,(掘削),【土質】,m3,式 or m3,Q20011001,
,,,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回,Q20025001,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,自然育成盛土工,蒔き出し,【　－　】,m3,m3,,
,,自然水路工,遮水・止水ｼｰﾄ,【規格】,m2,m2,,
,,,たたき粘土,【種類】,m2,m2,,
,,,ごろた石積,【石材の種類・規格】,m,m,,
,,,崩れ積,【石材の種類・規格、崩れ積高さ】,m,m,Q75162001,
,,,砂・礫敷,【種類・規格】,m2,m2,Q60914001,
,,水田工,遮水・止水ｼｰﾄ,【規格】,m2,m2,,
,,,たたき粘土,【種類】,m2,m2,,
,,,水田土壌盛土,【土の種類】,m3,m3,Q60918001,
,,,流入口,【　－　】,箇所,箇所,,
,,,排出口,【　－　】,箇所,箇所,,
,,,角落し,【規格、寸法、材質】,箇所,箇所,,
,,,角落し受枠,【規格、材質】,m,m,,
,,ｶﾞﾚ山工,ｶﾞﾚ山,【規格】,箇所,箇所,,
,,粗朶山工,粗朶山,【種類】,箇所,箇所,,
,,ｶﾝﾄﾘｰﾍｯｼﾞ工,ｶﾝﾄﾘｰﾍｯｼﾞ,【種類、木杭単位、雑木単位、板材単位】,箇所,箇所,,
,,石積土堰堤工,石積土堰堤,【石材の種類・規格】,箇所,箇所,Q78719001,
,,しがらみ工,しがらみ,【規格】,m,m,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（自然育成）,,自然育成型護岸工,じゃかご,【径、じゃかご規格、詰石種類・規格】,,mm,Q10593001,
,,,ふとんかご,【高さ､幅､ふとんかご種別･規格､詰石種類･規格】,m m,,Q10594001,
,,,止杭打込,【杭規格】,本,本,Q10178001,
,,,柳枝,【　－　】,m2,m2,,
,,,階段ﾌﾞﾛｯｸ積み,【ﾌﾞﾛｯｸ規格(型)】,m2,m2,,
,,,魚巣ﾌﾞﾛｯｸ積み,【ﾌﾞﾛｯｸ規格(型)】,m2,m2,,
,,,造園石張り,【石材径、構造区分】,m2,m2,Q10559001,
,,,造園石積み,【石材径】,m2,m2,Q10560001,
,,,雑割石張り,【空石規格】,m2,m2,Q75159001,
,,,玉石階段,【石材径】,m2,m2,,
,,,かごﾏｯﾄ,【幅、高さ】,m2,2,,
,,,木杭,【材質、長さ、末口】,本,本m,Q78731001,
,,,杭柵,【　－　】,m,m,,
,,,連柴柵,【　－　】,m,m,,
,,,粗朶法覆,【　－　】,m2,m2,,
,,,玉石柳枝,【　－　】,m2,m2,,
,,,栗石粗朶,【　－　】,m2,m2,,
,,,現場打天端ｺﾝｸﾘｰﾄ,【ｺﾝｸﾘｰﾄ規格】,m3,m3,,
,,,現場打小口止ｺﾝｸﾘｰﾄ,【ｺﾝｸﾘｰﾄ規格】,m3,m3,,
,,,種子散布,【種子規格、肥料の有無】,m2,m2,Q15642002,
,,,造園張芝,【芝規格、肥料有無】,m2,m2,Q78731003,
,,,造園筋芝,【芝規格、肥料有無】,m2,m2,,
,,,造園市松芝,【芝規格、肥料有無】,m2,m2,Q10588001,
,,,覆土(採取土),【　－　】,m3,m3,,
,,,覆土(購入土),【　－　】,m3,m3,,
,,保護柵工,保護柵,【規格】,m,m,,
,,解説板工,解説板,【規格】,基,基,,
,,自然育成型護岸,現場打基礎ｺﾝｸﾘｰﾄ,【ｺﾝｸﾘｰﾄ規格、底幅、高さ、基礎砕石の有無】,m,m,,
,,基礎工,ﾌﾟﾚｷｬｽﾄ基礎ﾌﾞﾛｯｸ,【底幅、高さ、ﾌﾟﾚｷｬｽﾄ材規格(型)、基礎材規格、敷厚】,m,m,,
,,,一本土台,【　－　】,m,m m,,
,,,片梯子土台,【　－　】,m,,,
,,,梯子土台,【　－　】,m,m m,,
,,,止杭一本土台,【　－　】,m,,,
,,,詰杭,【　－　】,m,m,,
,,沈床工,木工沈床,【　－　】,m2,m2,,
,,,改良沈床,【　－　】,m2,m2,,
,,,粗朶沈床,【　－　】,m2,m2,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（自然育成）,,,粗朶単床,【　－　】,m2,m2,,
,,,吸出し防止材,【材質、種類、寸法】,m2,m2,Q10637001,
,,,粗朶柵,【　－　】,m,m,,
,,捨石工,捨石,【規格】,m3,m3,,
,,,表面均し,【　－　】,m2,m2,,
,,,吸出し防止材,【材質、種類、寸法】,m2,m2,Q10637001,
,,かご工,じゃかご,【径、じゃかご規格、詰石種類・規格】,m,m,Q10593001,
,,,ふとんかご,【高さ､幅､ふとんかご種別･規格､詰石種類･規格】,m,m,Q10594001,
,,,止杭打込,【杭規格】,本,本,Q10178001,
,,,植生かご,【幅、高さ、止杭規格、植生種類】,m2,m2,,
,,元付工,元付,【　－　】,箇所,箇所,Q78772001,
,,牛・枠工,牛,【　－　】,,,,
,,,枠,【　－　】,組 組,組組,,
,,杭出し水制工,杭出し水制,【　－　】,基,基,,
,,自然育成施設修繕工,自然育成施設修繕,【材質・種類・寸法】,式,式,,
,自然育成植栽工,湿地移設工,湿地移設,【　－　】,m2,m2,,
,,水生植物植栽工,水生植物植栽,【水生植物名、植物の規格】,株,株,,
,,林地育成工,間伐(択伐),【樹木の規格】,本,本,,
,,,除伐,【　－　】,m2,m2,,
,,,皆伐,【　－　】,m2,m2,,
,,,切り株保護,【　－　】,m2,m2,,
,,,株立整理,【　－　】,m2,m2,,
,,,つる切り,【　－　】,m2,m2,,
,,,下刈り,【　－　】,m2,m2,,
,,,落葉かき,【　－　】,m2,m2,,
,,,林床整理,【　－　】,m2,m2,,
,,,発生木材処分A,【運搬距離】,m3,式 or m3,,
,,,発生木材処分B,【運搬距離】,本,式 or 本,,
,,仮設工(全工事区分共通の体系:別添ﾂﾘｰ参照),,,,,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
全工事区分共通,仮設工,作業土工,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回 Q20025001,,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,工事用道路工,(工事用道路築造撤去),【仕上り厚】,m2,式 or m2,,
,,,(法面整形(盛土部)),【　－　】,m2,式 or m2,Q70045001,
,,,(安定処理),【添加材料、添加材使用量】,m2,式 or m2,Q70027001,
,,,(砕石敷),【規格、敷厚】,m2,式 or m2,,
,,,(敷鉄板),【敷鉄板規格】,枚,式 or 枚,Q70426001,
,,,(敷鉄板賃料等),【　－　】,式,式,Q70097001,
,,,(仮設舗装),【(表層の)材料種類、舗装厚】,m2,式 or m2,Q73005001,
,,,(安定ｼｰﾄ・ﾈｯﾄ),【材質、規格】,m2,式 or m2,,
,,,(工事用道路補修),【　－　】,,式,,
,,,(土のう),【積み方】,"式 m
2",式 or m2,Q70115001,
,,,(殻運搬),【殻種別、運搬距離】,m3,式 or m3,Q70071001,
,,,(殻処分),【殻種別】,m3,m3,Q70071005,
,,仮橋・仮桟橋工,(仮橋ｺﾝｸﾘｰﾄ基礎),【寸法】,箇所,式or箇所,Q73009001,
,,,(橋脚),【　－　】,t,式 or t,,
,,,(橋脚賃料等),【　－　】,,式,,
,,,(仮橋上部),【　－　】,式 t,式 or t,,
,,,(仮橋上部賃料等),【　－　】,式,式,,
,,,(覆工板),【規格】,m2,式 or m2,Q73065002,
,,,(覆工板賃料等),【規格】,式,式,Q73066001,
,,,(仮設高欄),【　－　】,m,式 or m,,
,,,(殻運搬),【殻種別、運搬距離】,m3,式 or m3,Q70071001,
,,,(殻処分),【殻種別】,m3,m3,Q70071005,
,,,(鋼管杭),【径、長さ】,,式 or 本,Q70072001,
,,,(防舷材),【材料】,基本,式 or 基,,
,,路面覆工,(覆工板受桁),【鋼材規格】,t,式 or t,Q73065001,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（全工事区分共通）,,,(覆工板受桁賃料等),【鋼材規格】,,式,,
,,,(覆工板),【覆工板規格】,"式 m
2",式 or m2,Q73065002,
,,,(覆工板賃料等),【覆工板規格】,式,式,Q73066001,
,,,(覆工板・覆工板受桁),【覆工板規格・受桁鋼材規格】,m2,式 or m2,Q73065003,
,,,(覆工板・覆工板受桁賃料等),【覆工板規格・受桁鋼材規格】,式,式,,
,,土留・仮締切工,(建て込み簡易土留),【掘削深、掘削幅】,m,式 or m,Q70420001,
,,,(建て込み簡易土留賃料等),【形式】,式,式,Q70421001,
,,,(仮設軽量鋼矢板),【形式、長さ】,枚,式 or 枚,Q70093001,
,,,(仮設軽量鋼矢板賃料等),【形式】,式,式,Q70415001,
,,,(仮設H鋼杭),【形式、長さ】,本,式 or 本,Q70424001,
,,,(仮設H鋼賃料等),【形式】,式,式,Q70416001,
,,,(仮設鋼矢板),【形式、長さ】,枚,式 or 枚,Q70425001,
,,,(仮設鋼矢板賃料等),【形式】,式,式,Q70417001,
,,,(仮設広幅鋼矢板),【形式、長さ】,枚,式 or 枚,Q70095001,
,,,(仮設広幅鋼矢板賃料等),【形式】,式,式,,
,,,(仮設ﾀｲﾛｯﾄﾞ・腹起し),【ﾀｲﾛｯﾄﾞ径】,,式 or t,Q15498001,
,,,(ﾀｲﾛｯﾄﾞ・腹起し賃料等),【ﾀｲﾛｯﾄﾞ径】,式t,式,Q70418001,
,,,(切梁・腹起し),【　－　】,,式 or t,Q10052001,
,,,(切梁・腹起し賃料等),【　－　】,t 式,式,Q70419001,
,,,(横矢板),【材質、厚さ】,m2,式 or m2,Q70096001,
,,,(ﾗｲﾅｰﾌﾟﾚｰﾄ土留),【ﾗｲﾅｰ径、規格】,箇所,式or箇所,,
,,,(敷鉄板),【敷鉄板規格】,枚,式 or 枚,Q70426001,
,,,(敷鉄板賃料等),【　－　】,式,式,Q70097001,
,,,(じゃかご),【径、じゃかご規格、詰石種類・規格】,m,式 or m,Q10176001,
,,,(ふとんかご),【高さ､幅､ふとんかご種別･規格､詰石種類･規格】,m,式 or m,Q10177001,
,,,(止杭打込),【杭規格】,本,式 or 本,Q10178001,
,,,(土のう),【積み方】,m2,式 or m2,Q70115001,
,,,(締切盛土),【　－　】,m3,式 or m3,,
,,,(法面整形(盛土部)),【　－　】,m2,式 or m2,Q70045001,
,,,(板柵),【形状寸法】,m,式 or m,Q70117001,
,,,(止水ｼｰﾄ),【材質規格】,m2,式 or m2,,
,,,(泥土処理),【運搬距離】,m3,式 or m3,,
,,,(中詰盛土),【　－　】,m3,式 or m3,,
,,,(殻運搬),【殻種別、運搬距離】,m3,式 or m3,Q70071001,
,,,(殻処分),【殻種別】,m3,m3,Q70071005,
,,水替工,(ﾎﾟﾝﾌﾟ排水),【排水量】,日,式 or 日,Q70099001,
,,地下水位低下工,(ｳｪﾙﾎﾟｲﾝﾄ),【打込深度、ﾎﾟﾝﾌﾟ台数】,日,式 or 日,Q10103001,
,,,(ﾃﾞｨｰﾌﾟｳｪﾙ),【径、深さ】,日,式 or 日,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（全工事区分共通）,,連続地中壁工,(作業床),【ｺﾝｸﾘｰﾄ規格、敷厚】,m2,式 or m2,Q73023001,
,,,(連続地中壁),【壁厚】,m2,式 or m2,,
,,,(ｱﾝｶｰ),【鋼材規格、設計荷重、削孔長】,本,式 or 本,,
