0,1,2,3,4,5,6,7,8
,,木系舗装工,ﾁｯﾌﾟ舗装,【路盤材料の種類、ﾁｯﾌﾟの規格､仕上り厚】,m2,m2,,
,,,木ﾚﾝｶﾞ舗装,【路盤材料の種類、木ﾚﾝｶﾞの種類・規格、仕上り厚】,m2,2,,
,,,木道,【木道の種類・規格、仕上り厚】,m,mm,,
,,,枕木舗装,【路盤材料の種類、枕木の種類･規格、仕上り厚】,m2,m2,,
,,樹脂系舗装工,樹脂舗装,【路盤材料の種類、樹脂舗装材料の種類、仕上り厚】,m2,m2,,
,,,ｺﾞﾑﾁｯﾌﾟ舗装,【路盤材料の種類、ｺﾞﾑﾁｯﾌﾟ舗装材料の種類、仕上り厚】,m2,m2,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,石材系舗装工,砂利舗装,【路盤材料の種類、砂利の種類・規格、仕上り厚】,m2,m2,,
,,,砕石舗装,【路盤材料の種類、砕石の種類・規格】,m2,m2,,
,,,平石張舗装,【路盤材料の種類､平石の種類･規格､仕上り厚､張り方】,m2,m2,Q78343001,
,,,ごろた石張舗装,【路盤材料の種類、ごろた石の種類・規格、仕上り厚】,m2,m2,Q78344001,
,,,玉石張舗装,【路盤材料の種類、玉石の種類・規格、仕上り厚】,m2,m2,,
,,,割板石張舗装,【路盤材料の種類､割坂石の種類･規格､仕上り厚､張り方】,m2,m2,,
,,,小舗石張舗装,【路盤材料の種類、小舗石の種類･規格、仕上り厚】,m2,m2,Q78348001,
,,,切板石張舗装,【路盤材料の種類、切板石の種類･規格、仕上り厚】,m2,m2,,
,,,延段,【路盤材料の種類、延段材料の種類・規格、仕上り厚】,m2,m2,,
,,,飛石,【飛石材料の種類・規格、仕上り厚】,個,個,,
,,ｱｽﾌｧﾙﾄ舗装工,下層路盤(車道・路肩部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70268001,
,,,下層路盤(歩道部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70276001,
,,,上層路盤(車道・路肩部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70269001,
,,,上層路盤(歩道部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70277001,
,,,基層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70270001,
,,,基層(歩道部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70270002,
,,,中間層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70275001,
,,,中間層(歩道部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70281001,
,,,表層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70271001,
,,,表層(歩道部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70295001,
,,排水性舗装工,下層路盤(車道・路肩部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70268001,
,,,上層路盤(車道・路肩部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70269001,
,,,基層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70270001,
,,,中間層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70275001,
,,,排水性舗装・表層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70394001,
,,舗装仮復旧工,下層路盤(車道・路肩部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70268001,
,,,下層路盤(歩道部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70276001,
,,,上層路盤(車道・路肩部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70269001,
,,,上層路盤(歩道部),【路盤材種類、路盤材規格、仕上り厚】,m2,m2,Q70277001,
,,,基層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70270001,
,,,基層(歩道部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70270002,
,,,中間層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70275001,
,,,中間層(歩道部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70281001,
,,,表層(車道・路肩部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70271001,
,,,表層(歩道部),【材料種類、材料規格、舗装厚、平均幅員】,m2,m2,Q70295001,
,,,造園ｱｽﾌｧﾙﾄ舗装,【路盤材料の種類、表層材・基層材種類、仕上り厚】,m2,m2,Q78316001,
,,,造園ｺﾝｸﾘｰﾄ舗装,【路盤材料の種類、ｺﾝｸﾘｰﾄの種類、仕上り厚】,m2,m2,Q78321001,
,,,ｲﾝﾀｰﾛｯｷﾝｸﾞ舗装,【路盤材料の種類、ｲﾝﾀｰﾛｯｷﾝｸﾞの規格、仕上り厚】,m2,m2,Q78320001,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,,平板舗装,【路盤材料の種類、平板の種類・規格、仕上り厚】,m2,m2,Q78323001,
,,区画線工,溶融式区画線,【施工方法区分、線種、色、幅、厚さ】,m,m,Q10688001,
,,,ﾍﾟｲﾝﾄ式区画線,【施工方法区分、線種、色、幅】,m,m,Q10689001,
,,,区画線消去,【施工方法区分】,m,m,Q13537001,
,,,ﾛｰﾌﾟ区画線,【種類・規格】,m,m,,
,,,ﾛｰﾌﾟ止め,【種類・規格】,本,本,,
,,視覚障害者誘導用,視覚障害者誘導用ﾌﾞﾛｯｸ,【種類・規格】,m2,m2,Q10401001,
,,ﾌﾞﾛｯｸ工,視覚障害者誘導用点字ｼｰﾄ,【種類・規格】,m2,m2,,
,,園路縁石工,ｺﾝｸﾘｰﾄ縁石,【ﾌﾞﾛｯｸ規格】,m,m,Q78353001,
,,,地先境界ﾌﾞﾛｯｸ,【ﾌﾞﾛｯｸ規格】,m,m,Q78354001,
,,,駒止めﾌﾞﾛｯｸ,【ﾌﾞﾛｯｸ規格】,m,m,,
,,,舗装止め,【舗装止めﾀｲﾌﾟ】,m,m,Q70330001,
,,,並木桝ﾌﾞﾛｯｸ,【並木桝ﾀｲﾌﾟ】,箇所,箇所,Q70332001,
,,,植樹ﾌﾞﾛｯｸ,【ﾌﾞﾛｯｸ規格】,m,m,Q70333001,
,,,擬石縁石,【擬石縁石規格】,m,m,,
,,,ﾚﾝｶﾞ縁石,【ﾚﾝｶﾞ種類・規格】,m,m,,
,,,木縁石,【規格】,m,m,,
,,,見切材(仕切材),【材料見切材(仕切材)種類･規格】,m,m,,
,,,石縁石,【種類・規格】,m,m,Q78362002,
,,,縁石高さ調整,【　－　】,m,m,,
,,階段工,ｺﾝｸﾘｰﾄ階段,【階段規格】,箇所,箇所,Q78375001,
,,,ｺﾝｸﾘｰﾄﾌﾞﾛｯｸ階段,【階段規格、階段ﾌﾞﾛｯｸ種類･規格】,箇所,箇所,,
,,,丸太階段,【階段規格、丸太種類･規格】,段,段,,
,,,擬木階段,【階段規格、疑木種類･規格】,段,段,,
,,,石階段,【階段規格、石材種類･規格】,段,段,,
,,,階段高さ調整,【　－　】,m2,"式m
2",,
,,,ｽﾛｰﾌﾟ,【　－　】,式,,,
,,,手すり,【規格・材質】,m,m,,
,,造園橋工,造園橋橋台,【規格】,箇所,箇所,,
,,,造園橋設置,【規格】,基,基,,
,,,八ッ橋,【規格】,基,基,,
,,,石橋橋台,【規格】,箇所,箇所,,
,,,石橋設置,【規格】,基,基,,
,,,木橋橋台,【規格】,箇所,箇所,,
,,,木橋設置,【規格】,基,基,,
,,,浮き桟橋,【種類・規格・材質】,箇所,箇所,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,ﾃﾞｯｷ工,ﾃﾞｯｷ基礎,【　－　】,基,式 or 基,Q78389001,
,,,ﾃﾞｯｷ設置,【ﾃﾞｯｷ種類・規格】,基,式 or 基,,
,修景施設整備工,作業土工,(掘削),【土質】,m3,式 or m3,Q20011001,
,,,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回,Q20025001,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,石組工,石組,【石材の種類・規格】,個,個,Q78395001,
,,,景石,【石材の種類・規格】,個,個,Q78396001,
,,添景物工,つくばい,【種類】,基,基,,
,,,井筒,【　－　】,基,基,,
,,,灯篭,【種類】,基,基,,
,,,石塔,【種類】,基,基,,
,,,擬岩造形,【　－　】,基,基,,
,,袖垣･垣根工,袖垣,【種類・規格】,箇所,箇所,,
,,,垣根,【種類・規格】,m,m,Q78403003,
,,花壇工,花壇,【規格】,箇所,箇所,Q78414001,
,,,ﾌﾟﾗﾝﾀｰ,【規格】,基,基,,
,,ﾄﾚﾘｽ工,ﾄﾚﾘｽ,【種類・規格】,基,,,
,,,緑化ﾌｪﾝｽ,【種類・規格】,m,m基,,
,,ﾓﾆｭﾒﾝﾄ工,ﾓﾆｭﾒﾝﾄ,【種類】,基,基,,
,,,記念碑,【種類】,基,基,,
,,小規模水施設工,流れ,【　－　】,箇所,箇所,,
,,,滝,【　－　】,箇所,箇所,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,,池,【　－　】,箇所,箇所,,
,,,州浜,【　－　】,箇所,箇所,,
,,,壁泉,【　－　】,箇所,箇所,,
,,,ｶｽｹｰﾄﾞ,【　－　】,箇所,箇所,,
,,,ｶﾅｰﾙ,【　－　】,箇所,箇所,,
,,水施設工,基礎材,【基礎材の種類・規格、敷厚】,m2,m2,Q70074001,
,,,均しｺﾝｸﾘｰﾄ,【ｺﾝｸﾘｰﾄ規格、敷厚】,m3,m3,Q70078002,
,,,ｺﾝｸﾘｰﾄ,【ｺﾝｸﾘｰﾄ規格】,m3,m3,Q70160001,
,,,鉄筋,【規格】,t,t,Q10409002,
,,,型枠,【　－　】,m2,式 or m2,Q10408005,
,,,防水,【種類】,m2,m2,,
,,,塗装仕上げ,【種類】,式,式,,
,,,加工仕上げ,【種類】,式,式,,
,,,左官仕上げ,【種類】,式,式,Q78426001,
,,,ﾀｲﾙ仕上げ,【種類】,式,式,Q78427001,
,,,石仕上げ,【種類】,式,式,Q60564001,
,,,護岸,【石積みの種類】,式,式,,
,,,石組,【石積みの種類･規格】,個,個,Q78395001,
,,,滝石組,【石積みの種類･規格】,個,個,,
,,,沢飛,【石材の種類･規格】,個,個,,
,,,流出口,【　－　】,箇所,箇所,,
,,,吐出口,【　－　】,箇所,箇所,,
,,修景施設修繕工,修景施設修繕,【　－　】,式,式,,
,遊戯施設整備工,作業土工,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回,Q20025001,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,遊具組立設置工,ﾌﾞﾗﾝｺ,【種類・規格】,基,基,,
,,,ｼﾞｬﾝｸﾞﾙｼﾞﾑ,【種類・規格】,基,基,,
,,,滑台,【種類・規格】,基,基,,
,,,ｼｰｿｰ,【種類・規格】,基,基,,
,,,鉄棒,【種類・規格】,基,基,,
,,,ﾗﾀﾞｰ,【種類・規格】,基,基,,
,,,はん登棒,【種類・規格】,基,基,,
,,,ｽﾌﾟﾘﾝｸﾞ遊具,【種類・規格】,基,基,,
,,,複合遊具,【種類・規格】,基 基,基,,
,,,ｱｽﾚﾁｯｸ遊具,【種類・規格】,,,,
,,,健康遊具施設,【種類・規格】,基,基基,,
,,,安全柵,【種類・規格】,基,基 m,,
,,,安全ﾏｯﾄ,【種類・規格】,m2,2,,
,,小規模現場打遊具工,砂場,【種類・規格】,箇所,箇所,,
,,,砂場付きﾊﾟｰｺﾞﾗ,【砂場の種類・規格、ﾊﾟｰｺﾞﾗの規格】,箇所,箇所,,
,,,現場打遊具,【　－　】,箇所,箇所,,
,,,徒渉池,【　－　】,箇所,箇所,,
,,現場打遊具工,基礎材,【基礎材の種類・規格、敷厚】,m2,m2,Q70074001,
,,,均しｺﾝｸﾘｰﾄ,【ｺﾝｸﾘｰﾄ規格、敷厚】,m3,m3,Q70078002,
,,,ｺﾝｸﾘｰﾄ,【ｺﾝｸﾘｰﾄ規格】,m3,m3,Q70160001,
,,,鉄筋,【規格】,t,t,Q10409002,
,,,型枠,【　－　】,m2,式 or m2,Q10408005,
,,,防水,【種類】,m2,m2,,
,,,塗装仕上げ,【種類】,式,式,,
,,,加工仕上げ,【種類】,式,式,,
,,,左官仕上げ,【種類】,式,式,Q78426001,
,,,ﾀｲﾙ仕上げ,【種類】,式,式,Q78427001,
,,,石仕上げ,【種類】,式,式,Q60564001,
,,,砂,【種類】,m3,m3,,
,,,石取付,【石の種類】,箇所,箇所,Q60686001,
,,,砂場枠,【種類･規格】,m,式 or m,,
,,,付属施設取付(鋼材・ﾁｪｰﾝ等),【付属施設の種類･規格】,式,式,,
,,遊具施設修繕工,遊具施設修繕,【　－　】,式,式,,
,ｻｰﾋﾞｽ施設整備工,作業土工,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回 Q20025001,,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,時計台工,時計台,【種類】,基,基,,
,,水飲み場工,水飲み場,【種類】,基,基,Q78459001,
,,洗い場工,手洗い場,【　－　】,基,基 基,,
,,,足洗い場,【　－　】,基,,,
,,ﾍﾞﾝﾁ･ﾃｰﾌﾞﾙ工,ﾍﾞﾝﾁ,【種類･規格･材質】,基,基,Q78464001,
,,,縁台,【種類･規格･材質】,基,基,,
,,,ﾃｰﾌﾞﾙ,【種類･規格･材質】,基,基,,
,,,ｽﾂｰﾙ,【規格･材質】,基,基 基,Q78465001,
,,,野外卓,【規格･材質】,基,,,
,,野外炉工,野外炉,【　－　】,基,基,,
,,炊事場工,炊事場,【　－　】,箇所,箇所,,
,,ｻｲﾝ施設工,ｻｲﾝ,【種類･規格】,基,基,,
,,ｻｰﾋﾞｽ施設修繕工,ｻｰﾋﾞｽ施設修繕,【　－　】,式,式,,
,管理施設整備工,作業土工,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回 Q20025001,,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,ﾘｻｲｸﾙ施設工,ﾘｻｲｸﾙ施設基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,箇所,箇所,,
,,,ﾘｻｲｸﾙ施設設置,【種類】,箇所,箇所,,
,,,ﾘｻｲｸﾙ施設設備,【　－　】,箇所,箇所,,
,,ごみ施設工,くず入れ,【種類】,基,基 基,,
,,,吸殻入れ,【種類】,基,,,
,,,ごみ置場,【規格】,箇所,箇所,Q78475001,
,,井戸工,さく井,【工法、削孔深、削孔径、ｹｰｼﾝｸﾞ種類、ｹｰｼﾝｸﾞ径】,基式,式,,
,,,手押ﾎﾟﾝﾌﾟ,【種類･規格】,,基,,
,,,井戸設備,【　－　】,式,式,,
,,門扉工,門壁,【　－　】,基,基,,
,,,門柱,【　－　】,基,基,,
,,,門扉,【種類･規格】,箇所,箇所,,
,,柵工,ﾌｪﾝｽ,【規格】,m,,Q78487001,
,,,柵,【種類･規格】,m,mm,,
,,,手すり,【規格】,m,m,,
,,,転落（横断）防止柵,【柵高】,m,m,,
,,,ｶﾞｰﾄﾞﾚｰﾙ,【ｶﾞｰﾄﾞﾚｰﾙ規格､ﾋﾞｰﾑ補強金具の有無】,m,m,Q70304001,
,,,ｶﾞｰﾄﾞｹｰﾌﾞﾙ,【ｶﾞｰﾄﾞｹｰﾌﾞﾙ規格】,m,m,,
,,,ｶﾞｰﾄﾞﾊﾟｲﾌﾟ,【ｶﾞｰﾄﾞﾊﾟｲﾌﾟ規格】,m,m,,
,,車止め工,車止め,【規格】,基,基,Q78494001,
,,,車椅子ｹﾞｰﾄ,【規格】,基,基,,
,,園名板工,園名板,【規格】,基,基,,
,,掲揚ﾎﾟｰﾙ工,掲揚ﾎﾟｰﾙ,【規格】,基,基,,
,,反射鏡工,ｶｰﾌﾞﾐﾗｰ,【種類･規格】,基,基,,
,,境界工,境界杭,【規格】,本,本,Q11071001,
,,,境界鋲,【規格】,枚,枚,Q13545002,
,,管理施設修繕工,管理施設修繕,【　－　】,式,式,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,建築施設組立設置工,作業土工,(床掘り),【土質】,m3,式 or m3,Q20022001,
,,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
,,,(整地),【　－　】,m3,式 or m3,Q20014001,ﾚﾍﾞﾙ3で1式
,,,(掘削補助機械搬入搬出),【　－　】,回,式 or 回,Q20025001,
,,,(転石破砕),【　－　】,m3,式 or m3,Q20015001,
,,,(積込(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20017001,
,,,(人力積込),【土質】,m3,式 or m3,Q20018001,
,,,(人力運搬),【換算距離】,m3,式 or m3,Q20026001,
,,,(押土(ﾙｰｽﾞ)),【土質】,m3,式 or m3,Q20016001,
,,,(土材料),【　－　】,m3,式 or m3,Q20020001,
,,四阿工,四阿基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78501001,
,,,四阿設置,【　－　】,基,式 or 基,,
,,,四阿設備,【　－　】,式,式,,
,,ﾊﾟｰｺﾞﾗ工,ﾊﾟｰｺﾞﾗ基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78505001,
,,,ﾊﾟｰｺﾞﾗ設置,【　－　】,基,式 or 基,,
,,,ﾊﾟｰｺﾞﾗ設備,【　－　】,式,式,,
,,ｼｪﾙﾀｰ工,ｼｪﾙﾀｰ基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78509001,
,,,ｼｪﾙﾀｰ設置,【　－　】,基,式 or 基,,
,,,ｼｪﾙﾀｰ設備,【　－　】,式,式,,
,,ｷｬﾋﾞﾝ(ﾛｯｼﾞ)工,ｷｬﾋﾞﾝ(ﾛｯｼﾞ)基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78513001,
,,,ｷｬﾋﾞﾝ(ﾛｯｼﾞ)設置,【　－　】,基,式 or 基,,
,,,ｷｬﾋﾞﾝ(ﾛｯｼﾞ)設備,【　－　】,式,式,,
,,温室工,温室基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78517001,
,,,温室設置,【　－　】,基,式 or 基,,
,,,温室設備,【　－　】,式,式,,
,,観察施設工,観察施設基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78521001,
,,,観察施設設置,【　－　】,基,式 or 基,,
,,,観察施設設備,【　－　】,式,式,,
,,売店工,売店基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78525001,
,,,売店設置,【　－　】,基,式 or 基,,
,,,売店設備,【　－　】,式,式,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,荷物預り所工,荷物預り所基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78529001,
,,,荷物預り所設置,【　－　】,基,式 or 基,,
,,,荷物預り所設備,【　－　】,式,式,,
,,更衣室工,更衣室基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78533001,
,,,更衣室設置,【　－　】,基,式 or 基,,
,,,更衣室設備,【　－　】,式,式,,
,,便所工,便所基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78537001,
,,,便所設置,【　－　】,基,式 or 基,,
,,,便所設備,【　－　】,式,式,,
,,倉庫工,倉庫基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78541001,
,,,倉庫設置,【　－　】,基,式 or 基,,
,,,倉庫設備,【　－　】,式,式,,
,,自転車置場工,自転車置場基礎,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,式 or 基,Q78545001,
,,,自転車置場床,【基礎材の種類、砕石の規格、ｺﾝｸﾘｰﾄ規格】,基,m2 or 基,,
,,,自転車置場設置,【　－　】,基,式 or 基,,
,,,自転車置場設備,【　－　】,式,式,,
,,建築施設修繕工,建築施設修繕,【　－　】,式,式,,
,施設仕上げ工,塗装仕上げ工,素地ごしらえ,【素地ごしらえ面の種類】,m2,m2,,
,,,合成樹脂調合ﾍﾟｲﾝﾄ塗り,【塗布面の種類】,m2,m2,,
,,,溶剤形ﾋﾞﾆﾙ系塗料塗り,【塗布面の種類】,m2,m2,,
,,,ｵｲﾙｽﾃｲﾝ塗り,【塗布面の種類】,m2,m2,,
,,,木材防腐剤塗り,【塗布面の種類】,m2,m2,,
,,,塗材仕上げ,【塗布面の種類、塗材の種類】,m2,m2,,
,,加工仕上げ工,石材加工仕上げ,【石の種類、加工の種類】,m2,m2,,
,,,ｺﾝｸﾘｰﾄ加工仕上げ,【加工の種類】,m2,m2,Q60810001,
,,左官仕上げ工,化粧目地切,【目地の種類】,m,m,Q60812001,
,,,ｺﾝｸﾘｰﾄﾊｹ引き仕上げ,【　－　】,m2,m2,Q60814001,
,,,ﾓﾙﾀﾙ仕上げ,【仕上げの種類】,m2,m2,Q78558002,
,,,人造石仕上げ,【仕上げの種類】,m2,m2,Q78558003,
,,,擬岩仕上げ,【仕上げの種類】,m2,m2,,
,,,ﾀｲﾙ下地ﾓﾙﾀﾙ塗り,【ｾﾒﾝﾄの種類、下地面の種類、ﾓﾙﾀﾙの規格】,m2,m2,,
,,ﾀｲﾙ仕上げ工,ﾀｲﾙ張り仕上げ,【ﾀｲﾙ張りの種類】,m2,m2,Q78570002,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
（施設整備）,,石仕上げ工,石張り仕上げ,【石張りの種類】,m2,m2,,
,,仮設工(全工事区分共通の体系:別添ﾂﾘｰ参照),,,,,,
レベル１,レベル２,レベル３,レベル４,レベル５,積算用,工事数量総,ﾓｼﾞｭｰﾙ,
,,,,,,,,摘　　要
工事区分,工　　種,種　　別,細　　別,規　　格,単位,括表用単位,ｺｰﾄﾞ№,
ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄ,ｸﾞﾗｳﾝﾄﾞ･ｺｰﾄ,作業土工,(床掘り),【土質】,m3,式 or m3,Q20022001,
整備,舗装工,,(埋戻し),【土質】,m3,式 or m3,Q20023001,
,,,(基面整正),【　－　】,m2,式 or m2,Q20024001,
,,,(土砂等運搬),【土質】,m3,式 or m3,Q20012001,
,,,(残土等処分),【　－　】,m3,式 or m3,Q20021001,任意とする場合
